date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:40:50	8951/8951	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Dec%202021%2015:31:38%20GMT	https://zonapruebas68.tk/wp-content/themes/popularfx/sidebar.css?ver=1.2.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/themes/popularfx/sidebar9632.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:50	19128/19128	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7816.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:51	107922/107922	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/css/frontend-lite.min5aed.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:51	131758/131758	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Mar%202022%2019:21:47%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/AJ3E5UI32VCQZNUWTHOCTJY3YY.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/AJ3E5UI32VCQZNUWTHOCTJY3YY.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:51	212325/212325	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/animate.css?ver=7.1.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/animate46c6.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:51	4272/4272	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/sliders.min.css?ver=7.1.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/sliders.min46c6.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:51	15826/15826	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/icomoon.css?ver=7.1.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/icomoon46c6.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:52	15852/15852	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lae-frontend.css?ver=7.1.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lae-frontend46c6.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:52	16769/16769	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lae-grid.css?ver=7.1.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lae-grid46c6.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:52	93817/93817	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/widgets/lae-widgets.min.css?ver=7.1.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/widgets/lae-widgets.min46c6.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:53	59344/59344	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5aed.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:53	26702/26702	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min5aed.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:53	11256/11256	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Sep%202020%2000:23:06%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:53	4186/4186	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Jun%202019%2006:15:02%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.9.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/wp-mediaelement.min7404.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:53	57912/57912	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:54	669/669	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:54	677/677	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:54	675/675	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:54	89521/89521	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2023:37:24%20GMT	https://zonapruebas68.tk/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/jquery/jquery.minaf6c.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:55	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2017:36:06%20GMT	https://zonapruebas68.tk/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:55	15055/15055	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min5aed.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:55	1544/1544	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Mar%202022%2021:00:05%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/cropped-logo-32x32.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/cropped-logo-32x32.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:55	17385/17385	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Mar%202022%2021:00:05%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/cropped-logo-192x192.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/cropped-logo-192x192.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:55	15607/15607	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Mar%202022%2021:00:05%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/cropped-logo-180x180.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/cropped-logo-180x180.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:56	11775/11775	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:56	368069/368069	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Apr%202022%2020:42:53%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/totem.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/totem.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:56	30172/30172	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2015:09:17%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/totem-verde-300x220.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/totem-verde-300x220.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:56	295156/295156	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2019:26:38%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/medidor-co2.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/medidor-co2.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:57	29416/29416	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2018:43:14%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/MEDIDOR-CO2-300x300.jpg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/MEDIDOR-CO2-300x300.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:57	519263/519263	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2019:28:08%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/termometro-x.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/termometro-x.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:57	28068/28068	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2018:59:14%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/TERMOMETRO-300x300.jpg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/TERMOMETRO-300x300.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:57	144229/144229	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2019:17:51%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/MANO-MOVIL.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/MANO-MOVIL.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:57	105311/105311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Apr%202022%2019:41:40%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.18.25-PM.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.18.25-PM.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:58	63317/63317	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Apr%202022%2019:41:37%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.15.45-PM.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.15.45-PM.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:58	80906/80906	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Apr%202022%2019:41:38%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.15.46-PM.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.15.46-PM.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:58	59863/59863	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Apr%202022%2019:41:42%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.18.26-PM.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/WhatsApp-Image-2022-03-31-at-7.18.26-PM.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:40:58	497630/497630	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Apr%202022%2015:38:26%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/04/plataforma-sit.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/04/plataforma-sit.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:00	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2028%20Apr%202022%2014:40:59%20GMT	http://www.instagram.com/embed.js	C:/My%20Web%20Sites/Landing1/www.instagram.com/embed.2d.delayed	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:00	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2028%20Apr%202022%2014:41:01%20GMT	https://www.instagram.com/embed.js	C:/My%20Web%20Sites/Landing1/www.instagram.com/embed.2e.delayed	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:01	15702/15702	---M-Z	200	added ('OK')	text/javascript	etag:%22d9addf525b6a%22	https://www.instagram.com/static/bundles/metro/EmbedSDK.js/d9addf525b6a.js	C:/My%20Web%20Sites/Landing1/www.instagram.com/static/bundles/metro/EmbedSDK.js/d9addf525b6a.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:01	16960/16960	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-2.09.13-PM-pmoux3xfcr86l1a8p4s6zjrgaau4riwflhnzfz773s.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-2.09.13-PM-pmoux3xfcr86l1a8p4s6zjrgaau4riwflhnzfz773s.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:01	23038/23038	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.54-PM1-pmouw8wr381pxwjaq9di79l8ol30pihah84yluh6t4.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.54-PM1-pmouw8wr381pxwjaq9di79l8ol30pihah84yluh6t4.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:01	17983/17983	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.40.35-PM-pmoux062lf31alfpb35opkplwrcnwqhi8z21ivcrso.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.40.35-PM-pmoux062lf31alfpb35opkplwrcnwqhi8z21ivcrso.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:02	20462/20462	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.54-PM2-pmouwdly1e85jycgyten1qejnifurzzy5vee08a7y0.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.54-PM2-pmouwdly1e85jycgyten1qejnifurzzy5vee08a7y0.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:02	20137/20137	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.54-PM-pmouwj8z6efvhm4a1vuegozb7to226mc6nbavw1uwo.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.54-PM-pmouwj8z6efvhm4a1vuegozb7to226mc6nbavw1uwo.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:02	15479/15479	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.55-PM1-pmouwow0benlf9w34ya5vnk2s4w9cd8q7f87rjthvc.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.25.55-PM1-pmouwow0benlf9w34ya5vnk2s4w9cd8q7f87rjthvc.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:02	16807/16807	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.40.35-PM1-pmouwxck0wz6brjsrjxt03f84lqk9n6b8l3l31gybc.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.40.35-PM1-pmouwxck0wz6brjsrjxt03f84lqk9n6b8l3l31gybc.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:02	26508/26508	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:28:58%20GMT	https://zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.40.34-PM-pmouwtl79ku11bp9dibaq4ddr293eurdw2hn5xmj08.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2022-03-30-at-1.40.34-PM-pmouwtl79ku11bp9dibaq4ddr293eurdw2hn5xmj08.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2028%20Apr%202022%2014:41:03%20GMT	http://js.hsforms.net/forms/shell.js	C:/My%20Web%20Sites/Landing1/js.hsforms.net/forms/shell.39.delayed	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:04	207555/207555	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Mar%202022%2019:27:55%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-30-at-2.41.48-PM.jpeg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-30-at-2.41.48-PM.jpg	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:05	581450/581450	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d7d0efa4528342a5c3776dfcc8bd7433%22	https://js.hsforms.net/forms/shell.js	C:/My%20Web%20Sites/Landing1/js.hsforms.net/forms/shell.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:05	32647/32647	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Mar%202022%2000:23:20%20GMT	https://zonapruebas68.tk/wp-content/uploads/2022/03/Diseno-sin-titulo-2022-03-08T212311.012.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/uploads/2022/03/Diseno-sin-titulo-2022-03-08T212311.012.png	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:06	18468/18468	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/animations/animations.min5aed.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:06	6494/6494	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Nov%202021%2001:05:14%20GMT	https://zonapruebas68.tk/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:06	19261/19261	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Nov%202021%2021:20:18%20GMT	https://zonapruebas68.tk/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:06	481949/481949	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2021:16:36%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets4511.css	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:06	9720/9720	---M--	200	added ('OK')	application/javascript	date:Tue,%2008%20Mar%202022%2021:34:23%20GMT	https://zonapruebas68.tk/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.6	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/contact-form-7/includes/js/index5406.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:07	1403/1403	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2014:40:17%20GMT	https://js.hs-scripts.com/21710146.js?integration=WordPress	C:/My%20Web%20Sites/Landing1/js.hs-scripts.com/21710146a466.js	(from https://zonapruebas68.tk/landing-arriendo/)
